Timestamp;country;age;gender;technology;personal_health;medical_trials;json;sus1;sus2;sus3;sus4;sus5;sus6;sus7;sus8;sus9;sus10;trial_in_mind;why_not;like;improve
4.14.2021 13:09:14;Germany;25;Male;5;4;2;"{""outcome"":{""id"":""ef5afe97-b8d9-4283-9e75-471b6e331ed6"",""outcome"":""increase my endurance in sports""},""type"":""alternativeTreatment"",""interventionA"":{""id"":""a45bb807-aeed-48e7-ae84-79a32571a00e"",""name"":""Cycling"",""instructions"":""Cycle to uni or on the way back home"",""schedule"":{""frequency"":2,""timestamps"":[""2000-01-01T07:00:00.000""]}},""interventionB"":{""id"":""e5a1b991-6af5-4a5b-ab4c-b7738071bbfc"",""name"":""Running"",""instructions"":""Do a 5km run"",""schedule"":{""frequency"":2,""timestamps"":[""2000-01-01T07:00:00.000""]}},""a"":{""type"":""intervention"",""name"":""Cycling"",""letter"":""a""},""b"":{""type"":""intervention"",""name"":""Running"",""letter"":""b""},""measures"":[{""id"":""3"",""type"":""keyboard"",""name"":""Heart Rate"",""unit"":""bpm"",""schedule"":{""frequency"":1,""timestamps"":[""2000-01-01T18:00:00.000""]}},{""id"":""b89919eb-4622-4910-af82-44188f0598f4"",""type"":""keyboard"",""name"":""Time to finish"",""unit"":""minutes"",""schedule"":{""frequency"":1,""timestamps"":[""2000-01-01T18:00:00.000""]}}],""schedule"":{""phaseOrder"":""alternating"",""phaseDuration"":7,""phaseSequence"":[""a"",""b"",""a"",""b""],""numberOfCycles"":2},""startDate"":""2021-04-14T00:00:00.000"",""stepsLogForSurvey"":{""2021-04-14T18:39:19.212730"":""complete onboarding"",""2021-04-14T18:52:44.546436"":""finish editing details"",""2021-04-14T18:52:58.382673"":""finish viewing setup"",""2021-04-14T18:53:24.419959"":""start trial""}}";5;1;4;1;5;1;4;1;5;2;Yes;;Easy to follow  and well explained process to set up experiments;More options to select dates (i.e. only weekdays), When selecting the measurement I first thought it must be something directly related to the activity, so I found it odd having to create a separate reminder to collect the data 
4.16.2021 9:41:57;Germany;21;Male;5;4;4;"{""outcome"":{""id"":""back_pain"",""outcome"":""Reduce Back Pain""},""type"":""introductionWithdrawal"",""interventionA"":{""id"":""b6952871-8ae6-407d-bd0a-198d0e81d399"",""name"":""Regular swimming"",""instructions"":""Go swimming twice a week to train muscles"",""schedule"":{""frequency"":3,""timestamps"":[""2000-01-01T12:00:00.000""]}},""interventionB"":null,""a"":{""type"":""withdrawal"",""name"":""Without \""Regular swimming\"""",""letter"":""a""},""b"":{""type"":""intervention"",""name"":""Regular swimming"",""letter"":""b""},""measures"":[{""id"":""0"",""type"":""scale"",""name"":""Pain"",""unit"":null,""schedule"":{""frequency"":1,""timestamps"":[""2000-01-01T09:00:00.000""]},""min"":0.0,""minLabel"":""No pain"",""max"":10.0,""maxLabel"":""Worst possible pain"",""initial"":null}],""schedule"":{""phaseOrder"":""alternating"",""phaseDuration"":28,""phaseSequence"":[""a"",""b"",""a"",""b""],""numberOfCycles"":2},""startDate"":""2021-04-16T00:00:00.000"",""stepsLogForSurvey"":{""2021-04-16T09:32:27.946441"":""opened app"",""2021-04-16T09:33:02.372458"":""complete onboarding"",""2021-04-16T09:34:34.991492"":""finish editing details"",""2021-04-16T09:34:44.336365"":""finish viewing setup"",""2021-04-16T09:35:11.883972"":""start trial""}}";2;1;4;1;4;2;3;1;4;2;Yes;;Feels empowering to get a support framework for self testing;I wonder how long term these experiments should be. Is 7 days as standard value for the phases enough to notice differences when investigating health choices? I feel like it's not for some cases and maybe there should be some advice/help added for how long this should be for some use cases. At least I would want to read about it before going into a study
4.16.2021 12:20:44;Germany;27;Female;5;5;4;"{""outcome"":{""id"":""94fb646e-ea44-493f-b000-e9f8cb49c749"",""outcome"":""Sleep better""},""type"":""alternativeTreatment"",""interventionA"":{""id"":""meditate"",""name"":""Meditation"",""instructions"":""Meditate for 15min"",""schedule"":{""frequency"":1,""timestamps"":[""2000-01-01T20:00:00.000""]}},""interventionB"":{""id"":""shower"",""name"":""Hot shower"",""instructions"":""Take a hot shower"",""schedule"":{""frequency"":1,""timestamps"":[""2000-01-01T20:00:00.000""]}},""a"":{""type"":""intervention"",""name"":""Meditation"",""letter"":""a""},""b"":{""type"":""intervention"",""name"":""Hot shower"",""letter"":""b""},""measures"":[{""id"":""1"",""type"":""list"",""name"":""Mood"",""unit"":null,""schedule"":{""frequency"":1,""timestamps"":[""2000-01-01T06:30:00.000""]},""items"":[{""value"":""😫""},{""value"":""🙁""},{""value"":""😐""},{""value"":""🙂""},{""value"":""😃""}]}],""schedule"":{""phaseOrder"":""alternating"",""phaseDuration"":7,""phaseSequence"":[""a"",""b"",""a"",""b""],""numberOfCycles"":2},""startDate"":""2021-04-16T00:00:00.000"",""stepsLogForSurvey"":{""2021-04-16T12:11:04.952837"":""opened app"",""2021-04-16T12:11:45.296158"":""complete onboarding"",""2021-04-16T12:14:38.195548"":""finish editing details"",""2021-04-16T12:14:49.951547"":""finish viewing setup"",""2021-04-16T12:14:55.378252"":""start trial""}}";4;3;4;1;4;2;4;3;4;1;Yes;;"I liked the ""statement flow"" on screens (that there is a whole sentence with me filling in gaps, e.g., something like ""I would like to compare ... to ...""). I also liked the recommendations for studies and actions.";"Setting so many notifications was quite cumbersome. Also, I was a bit confused about the ""would you like to compare"" option; maybe this could be asked in the beginning, so that I can think about the study design before, but not sure if it would help. Maybe this confusion was only because I had no specific experiment in mind before and this option was not clear to me before."
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
